1229,university,n. 大学；综合性大学；大学校舍
1230,introduce,vt. 介绍；引进；采用；提出
1231,driver,n. 驾驶员；驱动程序；起子；传动器
1232,attempt,n. 企图，试图；攻击
1233,park,n. 公园；停车场
1234,spot,n. 斑点；地点
1235,lack,vt. 缺乏；没有；需要；不足
1236,ice,n. 冰；冰淇淋；矜持；（俚）钻石；vt. 冰镇；结冰；vi. 结冰；adj. 冰的
1237,boat,n. 小船；轮船
1238,drink,vt. 喝，饮；吸收；举杯庆贺
1239,sun,n. 太阳
1240,front,n. 前面；前线；正面
1241,distance,n. 距离；远方；疏远；间隔
1242,wood,n. 木材；树林；木制品
1243,handle,n. 柄；把手；手感；口实
1244,truck,n. 卡车；手推车；交易
1245,return,vt. 返回；报答；n. 返回；归还；回球；vi. 返回；报答；adj. 报答的；回程的；返回的
1246,mountain,n. 山脉；山
1247,survey,n. 调查；测量；纵览；审视
1248,supposed,adj. 假定的；被信以为真的；想象上的
1249,tradition,n. 惯例，传统；传说
1250,winter,n. 冬季；年岁；萧条期
1251,village,n. 村庄；村民；（动物的）群落
1252,Soviet,adj. 苏维埃的；苏联的；苏联人的
1253,refuse,n. 废物；垃圾
1254,sales,adj. 销售的，售货的；有关销售的
1255,roll,vt. 滚动，转动；卷；辗
1256,communication,n. 通讯，通信；交流
1257,run,vi. 奔跑；运转；经营
1258,screen,n. 屏，幕；屏风
1259,gain,n. 收获；增加；利润
1260,resident,adj. 定居的；居住的；住院医师
1261,hide,vt. 隐藏；隐瞒；鞭打
1262,gold,n. 金，黄金；金币；金色
1263,club,n. 俱乐部，社团；夜总会；（扑克牌中的）梅花；棍棒
1264,future,n. 未来；期货；前途；将来时
1265,farm,vi. 种田，务农；经营农场
1266,potential,n. 可能性；潜能；电势
1267,increase,n. 增加，增长；提高
1268,middle,adj. 中间的，中部的；中级的，中等的
1269,European,adj. 欧洲的；欧洲人的
1270,presence,n. 出席；参加；风度；仪态；存在
1271,independent,adj. 独立的；单独的；不受约束的；无党派的
1272,district,n. 区域；行政区；地方
1273,shape,n. 形状；具体化；模型；身材
1274,reader,n. 读者；读物；阅读器
1275,Ms,
1276,contract,vi. 感染；订约；收缩
1277,crowd,vt. 挤满；将…塞进；催逼，催促
1278,Christian,n. 基督徒，信徒
1279,express,vt. 表达；快递
1280,apartment,n. 房间；公寓
1281,willing,adj. 乐意的；心甘情愿的；自愿的
1282,strength,n. 力量；力气；长处；兵力
1283,previous,adj. 以前的；早先的；过早的
1284,band,n. 带；松紧带；传送带；乐队；一帮
1285,obviously,adv. 明显地
1286,horse,n. 马；骑兵；脚架；[俚]海洛因
1287,interested,adj. 感兴趣的；有权益的；有成见的
1288,target,n. 目标；靶子
1289,prison,n. 监狱；拘留所；监禁
1290,ride,vi. 骑马；乘车；漂浮；依靠
1291,guard,n. 警戒；守卫；护卫队；防护装置
1292,terms,n. 条款；地位，关系；措辞；术语；价钱（term的复数形式）
1293,demand,vt. 要求；需要；查询
1294,reporter,n. 记者
1295,deliver,vt. 发表；递送；释放；给予（打击）；交付；给…接生
1296,text,n. 文本；课文；主题；vt. 发短信
1297,share,vt. 分享，分担；分配
1298,tool,n. 工具，用具；器械，机床；手段
1299,wild,adj. 野生的；野蛮的；狂热的；荒凉的
1300,vehicle,n. 车辆；交通工具；运载工具；媒介物；工具；传播媒介
1301,observe,vt. 注意到；观察；遵守；说；评论
1302,flight,n. 飞行；班机；逃走
1303,inside,n. 内部；里面；内脏；内情
1304,facility,n. 设备；灵巧；容易；设施
1305,understanding,n. 谅解，理解；理解力；协议
1306,average,n. 平均；平均数；[商]海损
1307,emerge,vi. 浮现；暴露；摆脱
1308,advantage,n. 优势；利益；有利条件
1309,quick,n. 伤口的嫩肉；核心
1310,light,n. 光，光亮；灯
1311,leadership,n. 领导阶层；领导能力
1312,earn,vt. 获得，挣得；赚，赚得；博得；使得到
1313,pound,n. 英镑；兽栏；重击，重击声；拘留所
1314,basis,n. 底部；基础；主要成分；基本原则或原理
1315,bright,adj. 明亮的，鲜明的；聪明的；愉快的
1316,operate,vi. 运转；动手术；起作用
1317,guest,n. 客人，宾客；顾客
1318,sample,vt. 取样；抽样检查；尝试
1319,contribute,vt. 捐献；贡献，出力；投稿
1320,tiny,adj. 微小的；很少的
1321,block,n. 块；街区；障碍物；大厦
1322,protection,n. 保护；防卫；护照
1323,settle,vi. 定居；下陷；解决；沉淀
1324,feed,vt. 喂养；放牧；供给；抚养（家庭等）；靠…为生
1325,collect,vt. 收集；募捐
1326,additional,adj. 附加的，额外的
1327,while,conj. 当……的时候；虽然；然而
1328,highly,adv. 非常；高度地；非常赞许地
1329,identity,n. 身份；同一性，一致；恒等式；特性
1330,title,n. 标题；头衔；冠军；权利；字幕
1331,mostly,adv. 主要地；多半地；通常
1332,lesson,n. 课；教训
1333,faith,n. 信任；信念；信仰；忠实
1334,river,n. 河，江
1335,promote,vt. 促进；提升；发扬；推销
1336,living,adj. 活的；现存的；活跃的；逼真的
1337,present,vt. 呈现；介绍；提出；赠送
1338,count,vt. 计算；认为
1339,unless,conj. 除非，如果不
1340,marry,vt. 娶；嫁；与……结婚
1341,tomorrow,n. 明天；未来
1342,technique,n. 技巧，技术；手法
1343,path,n. 小路；道路；轨道
1344,ear,n. 耳朵；听觉；倾听；穗
1345,shop,n. 商店；店铺
1346,folk,n. 人们；民族；亲属（复数）
1347,order,n. 命令；顺序；定单；规则
1348,principle,n. 原理，原则；主义，道义；本质，本义；根源，源泉
1349,survive,vt. 比...活得长；幸免于；幸存；生还
1350,lift,vt. 举起；提升；空运；鼓舞；[口]抄袭
1351,border,n. 边界；边境；国界
1352,competition,n. 竞争；比赛，竞赛
1353,jump,n. 跳跃；暴涨；惊跳
1354,gather,vt. 收集；使…聚集；收割；使…皱起
1355,limit,n. 限度；限制；界线
1356,fit,vt. 安装；使……适应；使……合身；与……相符
1357,claim,vi. 提出要求
1358,cry,vt. 叫喊；哭出；大声说
1359,equipment,n. 设备，装备；器材
1360,worth,adj. 值…的
1361,associate,vi. 交往；结交
1362,critic,n. 批评家，评论家；爱挑剔的人
1363,warm,adj. 温暖的；热情的
1364,aspect,n. 方面；外貌；形势；方向
1365,result,n. 结果；成绩；答案；比赛结果
1366,insist,vt. 坚持，强调
1367,failure,n. 失败；故障；失败者；破产
1368,annual,adj. 年度的；每年的
1369,French,adj. 法国的；法语的；法国人的
1370,Christmas,n. 圣诞节
1371,comment,n. 评论；意见；批评
1372,responsible,adj. 有责任的；负责的，可靠的
1373,affair,n. 事情；事务；私事；（尤指关系不长久的）风流韵事
1374,approach,n. 接近；方法；途径
1375,until,conj. 在…以前；直到…时
1376,procedure,n. 步骤；程序，手续
1377,regular,adj. 整齐的；定期的；有规律的；合格的
1378,spread,vi. 传播；伸展
1379,chairman,n. 主席，会长；董事长
1380,baseball,n. 棒球运动；棒球
1381,soft,adj. 温柔的，温和的；软的，柔软的；笨的；软弱的
1382,ignore,vt. 驳回诉讼；忽视；不理睬
1383,egg,n. 蛋；卵子；[俚]家伙
1384,measure,n. 措施；程度；测量；尺寸
1385,belief,n. 相信，信赖；教义；信仰
1386,demonstrate,vt. 证明；论证；展示
1387,anybody,pron. 任何人
1388,murder,vt. 谋杀，凶杀
1389,gift,n. 礼物；赠品；天赋
1390,religion,n. 宗教信仰；宗教
1391,review,n. 评论；回顾；复习；检讨；检阅
1392,editor,n. 编者，编辑；社论撰写人；编辑装置
1393,past,n. 过去；往事
1394,engage,vt. 雇佣；吸引，占用；使订婚；使参加；预定
1395,coffee,n. 咖啡；咖啡豆；咖啡色
1396,document,n. 文件，公文；文档；证件
1397,speed,vi. 加速，迅速前行；超速，加速；兴隆
1398,cross,n. 十字架，十字形物；交叉，十字
1399,influence,n. 影响；势力；感化；有影响的人或事
1400,anyway,adv. 无论如何，不管怎样；总之
1401,threaten,vt. 威胁；恐吓；预示
1402,commit,vt. 把...交托给；指派…作战；使…承担义务；犯罪，做错事
1403,female,adj. 女性的；雌性的；柔弱的，柔和的
1404,youth,n. 青春；青年；青少年时期；年轻
1405,wave,vi. 波动；起伏；摇动；呈波形；挥手示意
1406,move,n. 迁居；步骤；移动
1407,afraid,adj. 害怕的；担心的；恐怕
1408,quarter,n. 四分之一；地区；季度；一刻钟；两角五分；[篮球]节；vi. 住宿；驻扎；vt. 将…四等分；供某人住宿；num. 四分之一
1409,background,n. 背景；隐蔽的位置
1410,native,adj. 本国的；土著的；与生俱来的；天然的；天赋的
1411,broad,adj. 宽的，辽阔的；显著的；大概的
1412,wonderful,adj. 奇妙的；极好的
1413,deny,vt. 否定，否认；拒绝给予；拒绝…的要求
1414,apparently,adv. 显然地；似乎，表面上
1415,slightly,adv. 些微地，轻微地；纤细地
1416,reaction,n. 反应，感应；反作用；反动，复古
1417,twice,adv. 两倍；两次
1418,suit,vt. 适合；使适应
1419,perspective,n. 透视图；远景；观点
1420,growing,adj. 成长的；发展的
1421,blow,n. 吹；殴打；打击
1422,construction,n. 建筑物；建设；解释；造句
1423,kind,n. 种类；性质
1424,intelligence,n. 智力；理解力；情报工作；情报机关
1425,destroy,vt. 毁坏；破坏；消灭
1426,cook,vt. 烹调，煮
1427,connection,n. 连接；关系；连接件
1428,charge,n. 费用；掌管；控告；负载；电荷；命令
1429,burn,vt. 燃烧；烧毁，灼伤；激起…的愤怒
1430,shoe,n. 鞋；蹄铁；外胎
1431,view,n. 风景；意见；视野；观察
1432,grade,n. 等级；年级；阶段；级别；成绩
1433,context,n. 环境；上下文；来龙去脉
1434,committee,n. 委员会
1435,hey,int. 喂！（引起注意等）；你好！（表示问候）
1436,mistake,n. 错误；误会；过失
1437,focus,n. 焦点；焦距；清晰；中心
1438,smile,vi. 微笑
1439,location,n. 位置（形容词locational）；地点；外景拍摄场地
1440,clothes,n. 衣服
1441,Indian,adj. 印度的；印第安人的；印第安语的
1442,quiet,adj. 安静的；安定的；温顺的；不动的
1443,dress,vt. 给…穿衣
1444,promise,n. 许诺，允诺；希望
1445,aware,adj. 知道的；意识到的；有…方面知识的；懂世故的
1446,neighbor,n. 邻居
1447,complete,adj. 完全的；完整的；彻底的
1448,drive,vi. 开车；猛击；飞跑
1449,function,n. 功能；函数；职责；盛大的集会
1450,bone,n. 骨；骨骼；香烟；一首歌；vt. 剔去...的骨；施骨肥于；vi. 苦学；专心致志
1451,active,adj. 主动的；有效的；积极的；活跃的；现役的
1452,extend,vt. 延伸；扩大；伸出；给予；推广；使竭尽全力；[律]对…估价
1453,chief,n. 酋长；首领；主要部分
1454,average,n. 平均；平均数；[商]海损
1455,combine,vt. 使联合，使结合；使化合
1456,wine,n. 酒，葡萄酒；紫红色
1457,below,adv. 在下面，在较低处；在本页下面
1458,cool,adj. 冷静的；凉爽的；[口]出色的
1459,voter,n. 选举人，投票人；有投票权者
1460,mean,adj. 低劣的；平均的；卑鄙的
1461,demand,vt. 要求；需要；查询
1462,learning,n. 学习；学问
1463,bus,n. 公共汽车
1464,hell,n. 地狱；训斥；黑暗势力；究竟（作加强语气词）
1465,dangerous,adj. 危险的
1466,remind,vt. 提醒；使想起
1467,moral,adj. 道德的；精神上的；品性端正的
1468,United,adj. 团结的，和睦的；一致的，统一的
1469,category,n. 种类，分类；范畴
1470,relatively,adv. 相对地，比较地；相当地
1471,victory,n. 胜利；克服；成功
1472,key,n. 钥匙；关键；（打字机等的）键
1473,academic,adj. 学院的；学术的；理论的
1474,visit,n. 访问；参观；逗留
1475,Internet,n. 因特网
1476,healthy,adj. 健康的，健全的；有益于健康的
1477,fire,n. 火；火灾；炉火；热情；炮火；激情；磨难
1478,negative,adj. 消极的；否定的；负的；阴性的
1479,following,adj. 其次的，接着的；下面的
1480,historical,adj. 历史的；史学的；基于史实的
1481,medicine,n. 药；医学；内科；巫术
1482,tour,n. 旅游，旅行；巡回演出
1483,depend,vi. 依赖，依靠；相信，信赖；取决于
1484,photo,n. 照片
1485,finding,n. 发现；发现物；裁决
1486,grab,vt. 攫取；霸占；将…深深吸引
1487,direct,adj. 直接的；亲身的；恰好的；直系的
1488,classroom,n. 教室
1489,contact,n. 接触，联系
1490,justice,n. 正义；司法，法律制裁；法官，审判员
1491,participate,vi. 参与，参加；分享
1492,daily,adj. 每日的；日常的
1493,fair,adj. 公平的；美丽的，白皙的；晴朗的
1494,pair,n. 一对，一双，一副
1495,famous,adj. 著名的；[口]极好的，非常令人满意的
1496,exercise,n. 练习；运动；运用；操练；典礼；礼拜
1497,knee,n. 膝盖，膝
1498,flower,n. 花；精华；开花植物
1499,tape,n. 磁带；带子；卷尺；胶带
1500,hire,n. 租金，工钱；雇用，租用
1501,familiar,adj. 熟悉的；常见的；亲近的
1502,appropriate,adj. 适当的
1503,supply,n. 供给，补给；供应品
1504,fully,adv. 完全地；充分地；彻底地
1505,cut,n. 伤口；切口；削减；（服装等的）式样；[体育]削球；切入；vt. 切割；削减；缩短；刺痛；vi. 切割；相交；切牌；停拍；不出席；adj. 割下的；雕过的；缩减的
1506,will,n. 意志；意图；心愿；情感；遗嘱
1507,actor,n. 行动者；男演员；作用物
1508,birth,n. 出生；血统，出身；起源
1509,search,vi. 搜寻；调查；探求
1510,tie,vt. 系；打结；约束；与…成平局
1511,democracy,n. 民主，民主主义；民主政治
1512,eastern,adj. 东方的；朝东的；东洋的
1513,primary,adj. 主要的；初级的；基本的
1514,yesterday,n. 昨天；往昔
1515,circle,n. 圆；圆形物；循环，周期；圈子
1516,device,n. 装置；策略；图案
1517,progress,n. 进步，发展；前进
1518,next,adv. 其次；然后；下次
1519,front,n. 前面；前线；正面
1520,bottom,n. 底部；臀部；末端；尽头
1521,island,n. 岛；岛屿；安全岛；岛状物
1522,exchange,n. 交换；兑换；交易所；交流
1523,clean,adj. 清洁的，干净的；清白的
1524,studio,n. 工作室；演播室；画室；电影制片厂
1525,train,n. 火车；行列；长队；裙裾
1526,lady,n. 女士，夫人；小姐；妻子
1527,colleague,n. 同事，同僚
1528,application,n. 应用；申请；敷用；应用程序
1529,neck,n. 脖子；衣领；海峡
1530,lean,vi. 倾斜；倚靠；倾向；依赖
1531,damage,vi. 损害；损毁；赔偿金
1532,plastic,adj. 可塑的；塑料的；（外科）造型的
1533,tall,adj. 高的；长的；夸大的；过分的
1534,plate,n. 金属板；碟；金属牌；感光底片
1535,hate,vt. 憎恨；厌恶；遗憾
1536,otherwise,adv. 另外；在其他方面；否则
1537,writing,n. 笔迹；作品；书写；著作
1538,press,vt. 压；按；紧抱；逼迫
1539,male,adj. 雄性的；男性的；有力的
1540,start,vt. 开始；启动
1541,alive,adj. 活着的；活泼的；有生气的
1542,expression,n. 表达，表示；表情；表现力；措辞
1543,football,n. 足球，橄榄球
1544,intend,vt. 打算；意指；想要
1545,attack,n. 攻击；抨击；疾病发作
1546,chicken,n. 小鸡；鸡肉；胆小鬼，懦夫
1547,army,n. 陆军，军队
1548,abuse,n. 滥用；辱骂；虐待；弊端；恶习，陋习
1549,theater,n. 电影院，戏院，剧场；戏剧；手术室
1550,shut,vt. 关闭；停业；幽禁
1551,map,vt. 绘制地图；映射；计划；[生物]确定基因在染色体中的位置
1552,extra,adv. 特别地，非常；另外
1553,session,n. 会议；（法庭的）开庭；（议会等的）开会；学期；讲习会
1554,danger,n. 危险；危险物，威胁
1555,welcome,adj. 受欢迎的
1556,domestic,adj. 国内的；家庭的；驯养的；一心只管家务的
1557,lots,n. 大量，许多；一堆；命运（lot的复数）
1558,literature,n. 文学；文艺；文献；著作
1559,rain,n. 雨；雨天；雨季；下雨
1560,desire,n. 欲望；要求，心愿；性欲
1561,assessment,n. 评定；估价
1562,injury,n. 伤害，损害；受伤处
1563,respect,n. 尊敬，尊重；方面；敬意
1564,northern,adj. 北方的；北部的
1565,nod,n. 点头；打盹；摆动
1566,paint,vt. 油漆；描绘；装饰；绘画
1567,fuel,vi. 得到燃料
1568,leaf,n. 叶子；（书籍等的）一张；扇页
1569,direct,adj. 直接的；亲身的；恰好的；直系的
1570,dry,adj. 干的；口渴的；禁酒的；枯燥无味的
1571,Russian,adj. 俄国的；俄语的
1572,instruction,n. 指令，命令；指示；用法说明；教导
1573,fight,vi. 打架；打仗；搏斗，斗争
1574,pool,n. 联营；水塘；撞球；共同资金
1575,climb,vi. 攀登；爬；上升
1576,sweet,adj. 甜的；悦耳的；芳香的；亲切的；n. 糖果；乐趣；芳香；宝贝；（俚）酷毙了
1577,lead,n. 铅；领导；导线；榜样；石墨
1578,engine,n. 引擎，发动机；机车，火车头；工具
1579,fourth,adj. 四分之一的；第四的，第四个的
1580,salt,n. 盐；风趣，刺激性
1581,expand,vt. 扩张；使膨胀；详述
1582,importance,n. 价值；重要；重大；傲慢
1583,metal,n. 金属；合金
1584,fat,adj. 肥的，胖的；丰满的；油腻的
1585,ticket,n. 票；入场券，标签；证明书；（美）候选人名单；[口]交通罚款单
1586,software,n. 软件
1587,disappear,vi. 消失；失踪；不复存在
1588,corporate,adj. 法人的；共同的，全体的；社团的
1589,strange,adj. 陌生的；奇怪的；外行的
1590,lip,n. 嘴唇；边缘
1591,reading,n. 阅读，朗读；读物；读数
1592,urban,adj. 城市的；住在都市的
1593,mental,adj. 精神的；脑力的；疯的
1594,increasingly,adv. 渐增地；越来越多地
1595,lunch,n. 午餐
1596,educational,adj. 教育的；有教育意义的
1597,somewhere,adv. 在某处；到某处
1598,farmer,n. 农夫，农民
1599,above,prep. 在……上面；在……之上；超过
1600,sugar,n. 糖；食糖；甜言蜜语
1601,planet,n. 行星
1602,favorite,n. 幸运儿；喜欢的事物；特别喜欢的人
1603,explore,vt. 探测；探索；探险
1604,obtain,vi. 获得；流行
1605,enemy,n. 敌人，仇敌；敌军
1606,greatest,adj. 最好的；最伟大的（great的最高级）
1607,complex,adj. 复杂的；合成的
1608,surround,vt. 围绕；包围
1609,athlete,n. 运动员，体育家；身强力壮的人
1610,invite,vt. 邀请，招待；招致
1611,repeat,vt. 重复；复制；背诵
1612,carefully,adv. 小心地
1613,soul,n. 灵魂；精神；心灵；鬼魂
1614,scientific,adj. 科学的，系统的
1615,impossible,adj. 不可能的；不可能存在的；难以忍受的；不真实的
1616,panel,n. 仪表板；嵌板；座谈小组，全体陪审员
1617,meaning,n. 意义；含义；意图
1618,mom,n. 妈妈
1619,married,adj. 已婚的，有配偶的；婚姻的，夫妇的；密切结合的
1620,alone,adj. 单独的；孤独的；独自的
1621,instrument,n. 仪器；器械；工具；手段；乐器
1622,predict,vt. 预报，预言；预知
1623,weather,n. 天气；气象；处境；气候
1624,presidential,adj. 总统的；统辖的；首长的
1625,emotional,adj. 情绪的；易激动的；感动人的
1626,commitment,n. 承诺，保证；承担义务；委托；献身
1627,Supreme,adj. 最高的；至高的；最重要的
1628,bear,vi. 结果实；承受
1629,pocket,n. 口袋；钱；容器
1630,thin,adj. 薄的；瘦的；稀薄的；微弱的
1631,temperature,n. 温度
1632,surprise,n. 惊奇，诧异；突然袭击
1633,poll,n. 民意测验；投票；投票数；投票所
1634,proposal,n. 提议，建议；求婚
1635,consequence,n. 结果；重要性；推论
1636,half,n. 一半；半场；半学年
1637,breath,n. 呼吸，气息；一口气，（呼吸的）一次；微风；瞬间，瞬息；迹象；[语]无声音，气音
1638,sight,n. 视力；眼界；景象；见解
1639,cover,vt. 包括；涉及；采访，报导
1640,balance,n. 平衡；匀称；余额
1641,adopt,vt. 收养；采取；接受；正式通过
1642,minority,n. 少数民族；少数派；未成年
1643,straight,adj. 直的；正直的；整齐的；连续的；笔直的
1644,attempt,n. 企图，试图；攻击
1645,connect,vt. 连接；联合；关连
1646,works,n. 工厂；作品；工程结构
1647,teaching,n. 教学；教义
1648,belong,vi. 属于，应归入；适宜；应被放置；居住
1649,aid,n. 帮助；援助；助手；帮助者
1650,advice,n. 通知；忠告；建议；劝告
1651,okay,adv. 可以；对；很好地
1652,photograph,vt. 为…拍照；使深深印入
1653,empty,adj. 空的；无意义的；徒劳的；无知的
1654,regional,adj. 地区的；整个地区的；局部的
1655,trail,vt. 拖；追踪；蔓延；落后于
1656,novel,adj. 新奇的；异常的
1657,code,n. 代码，密码；法典；编码
1658,somehow,adv. 莫明其妙地；以某种方法
1659,organize,vt. 组织；使有系统化；给予生机；组织成立工会等
1660,jury,n. 陪审团；评判委员会
1661,breast,n. 乳房，胸部；胸怀；心情
1662,Iraqi,adj. 伊拉克的；伊拉克人的
1663,human,adj. 人的；人类的
1664,acknowledge,vt. 承认；答谢；报偿；告知已收到
1665,theme,n. 主题；题目；主旋律
1666,storm,n. 暴风雨；大动荡
1667,union,n. 联合；联盟，协会；工会
1668,record,vt. 记录，记载；将...录音；标明
1669,desk,n. 办公桌；服务台；编辑部；（美）讲道台；乐谱架
1670,fear,n. 害怕；担心；恐惧；敬畏
1671,thanks,n. 谢谢（只用复数）
1672,fruit,n. 水果；产物
1673,under,prep. 低于，少于；在...之下
1674,expensive,adj. 昂贵的；花钱的
1675,yellow,adj. 黄色的；黄皮肤的
1676,conclusion,n. 结论；推论；结局
1677,prime,adj. 基本的；最好的；主要的
1678,shadow,n. 影子；阴影；庇护；幽灵；隐蔽处
1679,struggle,vi. 挣扎；奋斗，努力
1680,conclude,vt. 结束；推断；决定，作结论
1681,analyst,n. 分析者；精神分析医师；分解者
1682,dance,n. 舞蹈；舞曲；舞会
1683,limit,n. 限度；限制；界线
1684,like,vt. 喜欢；愿意；想
1685,regulation,n. 规则；管理；校准
1686,being,n. 存在；生命；本质；品格
1687,last,n. 末尾，最后；上个；鞋楦（做鞋的模型）
1688,ring,vi. 按铃；敲钟；回响；成环形
1689,largely,adv. 主要地；大量地；大部分
1690,shift,n. 手段；移动；轮班；变化
1691,revenue,n. 税收，国家的收入；收益
1692,mark,n. 马克；符号；痕迹；标志
1693,locate,vt. 位于；查找…的地点
1694,county,n. 郡，县
1695,appearance,n. 外貌，外观；出现，露面
1696,package,n. 包，包裹；套装软件，程序包
1697,difficulty,n. 困难，困境
1698,bridge,n. 桥；桥牌；船桥；桥接器
1699,recommend,vt. 劝告；推荐，介绍；使受欢迎；托付
1700,obvious,adj. 明显的；显著的；平淡无奇的
1701,train,n. 火车；行列；长队；裙裾
1702,basically,adv. 主要地，基本上
1703,e-mail,
1704,generate,vt. 使形成；生殖；发生
1705,anymore,adv. 再也不，不再
1706,propose,vt. 建议；打算，计划；求婚
1707,thinking,adj. 思想的；有理性的；思考的；好思考的
1708,possibly,adv. 可能地；大概；也许
1709,trend,n. 趋势，倾向；走向
1710,visitor,n. 访问者，参观者；视察者；候鸟
1711,loan,n. 贷款；借款
1712,currently,adv. 当前；一般地
1713,comfortable,adj. 舒适的，舒服的
1714,investor,n. 投资者
1715,but,conj. 但是；然而；而是
1716,profit,n. 利润；利益
1717,angry,adj. 生气的；愤怒的；狂暴的；（伤口等）发炎的
1718,crew,n. 全体人员，全体船员；队，组
1719,deep,n. 深处；深渊
1720,accident,n. 事故；机遇；意外事件；意外
1721,male,adj. 雄性的；男性的；有力的
1722,meal,n. 一餐，一顿饭；膳食
1723,hearing,n. 听力；审讯，听讯
1724,traffic,n. 交通；贸易；运输；通信量
1725,muscle,n. 肌肉；力量
1726,notion,n. 概念；见解；打算
1727,capture,vt. 俘获；夺得
1728,prefer,vt. 宁愿；更喜欢；提出；提升
1729,truly,adv. 真实地，不假；真诚地
1730,earth,n. 地球；泥土；地线；尘世；陆地
1731,Japanese,adj. 日本（人）的；日语的
1732,chest,n. 胸，胸部；箱子；衣柜；金库
1733,search,vi. 搜寻；调查；探求
1734,thick,n. 最拥挤部份；活动最多部份；事物的粗大浓密部份
1735,cash,n. 现款，现金
1736,museum,n. 博物馆
1737,beauty,n. 美；美人；美好的东西；美丽
1738,emergency,n. 紧急情况；突发事件；非常时刻
1739,unique,adj. 唯一的，独一无二的；独特的，稀罕的
1740,feature,n. 容貌；特色，特征；特写或专题节目
1741,internal,adj. 国内的；内部的；内在的
1742,ethnic,adj. 种族的；人种的
1743,link,n. 联系，关系；链环，环节
1744,stress,n. 压力；紧张；重要性；强调；重读
1745,content,n. 内容，目录；容量；满足
1746,select,vt. 挑选；选拔
1747,root,n. 根；根源；祖先；词根
1748,nose,n. 鼻子；嗅觉；突出的部分；探问
1749,declare,vt. 宣布，声明；断言，宣称
1750,outside,adj. 外面的，外部的；外来的
1751,appreciate,vt. 欣赏；感激；鉴别；领会
1752,actual,adj. 真实的，实际的；现行的，目前的
1753,bottle,n. 瓶子；一瓶的容量
1754,hardly,adv. 几乎不，简直不；刚刚
1755,setting,n. 环境；布置；安装；沉落
1756,launch,vt. 发射（导弹、火箭等）；发起，发动；使…下水
1757,dress,vt. 给…穿衣
1758,file,n. 文件；档案；锉刀；文件夹
1759,sick,n. 病人
1760,outcome,n. 结果，结局；成果
1761,ad,n. 公元
1762,defend,vt. 防护；辩护
1763,matter,n. 物质；事件；原因
1764,judge,vt. 判断；审判
1765,duty,n. 责任；职务；关税
1766,sheet,n. 薄片，纸张；床单；薄板
1767,ought,aux. 应该，应当；大概
1768,ensure,vt. 保证，确保；使安全
1769,Catholic,adj. 天主教的；宽宏大量的
1770,extremely,adv. 非常，极其；极端地
1771,extent,n. 范围；程度；长度
1772,component,adj. 组成的，构成的
1773,mix,vt. 使混和；配制；混淆；使结交
1774,long-term,adj. 长期的
1775,slow,adj. 慢的；减速的；迟钝的
1776,contrast,vi. 对比；形成对照
1777,zone,n. 地带；地区；[体]联防；vi. 分成区；vt. 使分成地带；环绕
1778,wake,vi. 醒来；唤醒；警觉
1779,challenge,n. 挑战；怀疑
1780,airport,n. 机场；航空站
1781,chief,n. 酋长；首领；主要部分
1782,brown,adj. 棕色的，褐色的；太阳晒黑的
1783,standard,n. 标准；度量衡标准；旗；水准
1784,shirt,n. 衬衫；汗衫，内衣
1785,pilot,n. 领航员；飞行员
1786,warn,vt. 警告，提醒；通知
1787,ultimately,adv. 最后；根本；基本上
1788,cat,n. 猫；猫科动物
1789,contribution,n. 贡献；捐献；投稿
1790,capacity,n. 能力；容量；生产力；资格，地位
1791,ourselves,pron. 我们自己；我们亲自
1792,estate,n. 财产；房地产；身份
1793,guide,n. 指南；向导；入门书
1794,circumstance,n. 环境，情况；事件；境遇
1795,snow,n. 雪，积雪；下雪
1796,English,adj. 英国人的；英国的；英文的
1797,politician,n. 政治家，政客
1798,steal,vt. 剽窃；偷偷地做；偷窃；vi. 窃取；偷偷地行动；[棒球]偷垒；n. [口]偷窃；便宜货；偷垒；[篮球]断球
1799,pursue,vt. 从事；追赶；继续；纠缠
1800,slip,vi. 犯错；滑倒；减退；滑动；失足
1801,percentage,n. 百分率，百分数；百分比
1802,meat,n. 肉，肉类（食用）
1803,funny,adj. 有趣的；奇异的；滑稽的
1804,neither,conj. 既不；也不
1805,soil,n. 土壤；土地；国家；温床；务农；粪便
1806,influence,n. 影响；势力；感化；有影响的人或事
1807,surgery,n. 外科；外科手术；手术室；诊疗室
1808,correct,vt. 改正；告诫
1809,Jewish,adj. 犹太人的；犹太族的
1810,blame,vt. 责备；归咎于
1811,estimate,vi. 估计，估价
1812,due,adj. 到期的；应得的；应付的；预期的
1813,basketball,n. 篮球；篮球运动
1814,late,adj. 迟的；晚的；已故的；最近的
1815,golf,n. 高尔夫球；高尔夫球运动
1816,investigate,v. 调查；研究
1817,crazy,adj. 疯狂的；狂热的，着迷的
1818,significantly,adv. 值得注目地；意味深长地
1819,chain,n. 链；束缚；枷锁
1820,address,vt. 写姓名地址；向…致辞；演说；从事；忙于
1821,branch,vt. 分支；出现分歧
1822,combination,n. 结合；化合；联合；组合
1823,just,adv. 正好，恰好；只是，仅仅；刚才，刚刚；实在；刚要
1824,frequently,adv. 时常，屡次；频繁地，经常地
1825,governor,n. 统治者，管理者；调节器；地方长官；主管人员
1826,relief,n. 减轻，解除；救济；安慰
1827,user,n. 用户；使用者
